,age,fnlwgt,education-num,marital-status,relationship,race,sex,hours-per-week,income
30771,40,321187,13,1,4,8,1,45,0
30772,33,138142,10,32,4,4,1,25,0
30773,36,296999,10,4,1,8,1,37,0
30774,43,155106,12,4,1,8,2,70,1
30775,41,174491,9,32,4,4,1,40,0
30776,34,173266,9,2,8,8,2,40,1
30777,33,25610,12,2,8,16,2,40,1
30778,47,187563,9,2,8,8,2,40,0
30779,41,196344,2,2,8,8,2,50,0
30780,40,205047,9,16,1,8,2,40,1
30781,28,715938,13,1,2,4,2,40,0
30782,62,224520,9,2,8,8,2,90,1
30783,29,229656,9,4,4,8,1,50,0
30784,46,97883,10,4,1,8,1,40,0
30785,28,131298,9,1,1,8,2,60,0
30786,57,197875,9,4,1,8,1,40,0
30787,22,172766,10,1,2,8,1,40,0
30788,28,175796,12,1,1,8,1,40,0
30789,24,51973,13,1,1,8,1,45,0
30790,54,28186,13,4,1,8,2,50,1
30791,22,291979,7,32,1,8,2,40,0
30792,36,180752,13,1,4,4,1,40,0
30793,50,234657,10,4,4,8,1,40,0
30794,18,39411,7,1,2,8,2,24,0
30795,52,334273,12,2,8,8,2,40,1
30796,41,192779,4,2,8,8,2,40,0
30797,21,105312,9,1,1,8,1,20,0
30798,36,171676,13,1,1,8,1,40,0
30799,34,182714,13,1,1,8,1,55,1
30800,21,231866,11,1,2,8,2,40,0
30801,46,102102,9,1,1,8,2,40,0
30802,57,50248,10,2,8,8,2,40,0
30803,61,195519,14,1,4,8,1,25,0
30804,22,34310,10,1,2,8,2,25,0
30805,33,314913,7,4,2,8,2,53,0
30806,36,747719,15,2,16,8,1,50,1
30807,43,188280,14,4,4,8,1,40,0
30808,25,110978,12,2,16,2,1,37,1
30809,17,79682,6,1,32,8,2,30,0
30810,45,294671,11,2,8,8,2,38,1
30811,30,340899,15,1,1,8,2,80,0
30812,40,192259,14,1,1,8,2,35,0
30813,31,190228,14,1,1,8,2,45,0
30814,42,118947,13,2,8,8,2,40,1
30815,53,55861,9,2,8,8,2,40,1
30816,37,238433,2,2,8,8,2,40,0
30817,37,166744,9,16,4,8,1,20,0
30818,54,144586,10,2,16,8,1,40,1
30819,36,134367,9,4,2,8,1,30,0
30820,46,133616,10,4,4,8,1,40,0
30821,46,203039,13,2,8,8,2,48,0
30822,32,217460,5,2,8,8,2,50,0
30823,17,106733,7,1,2,8,2,40,0
30824,42,212027,13,4,1,4,2,40,0
30825,37,126569,9,1,1,8,2,40,0
30826,29,289960,9,2,8,8,2,48,0
30827,54,174102,13,2,8,8,2,40,1
30828,38,181716,8,2,8,8,2,48,0
30829,46,172822,9,2,8,8,2,40,0
30830,24,293091,9,2,8,8,2,40,0
30831,57,107443,2,2,8,8,2,40,0
30832,59,95283,2,2,8,8,2,40,0
30833,33,65278,13,2,8,8,2,40,1
30834,35,220943,9,4,4,4,1,40,0
30835,53,257940,9,2,8,8,2,40,0
30836,26,134945,9,1,32,8,2,40,0
30837,55,105582,14,2,8,8,2,50,0
30838,46,169324,9,32,1,4,1,45,0
30839,44,98989,13,2,8,1,2,38,1
30840,30,113838,11,2,8,8,2,60,0
30841,24,143436,10,1,2,8,2,24,0
30842,32,143604,6,16,1,4,1,37,0
30843,35,226311,13,1,1,8,1,40,0
30844,67,94610,14,2,8,8,2,30,1
30845,56,26716,13,2,8,8,2,20,1
30846,26,160261,14,1,1,2,2,20,0
30847,46,117310,12,64,4,8,1,40,0
30848,52,154342,9,2,8,8,2,48,1
30849,38,89202,10,4,1,8,2,40,0
30850,31,174704,9,4,4,4,2,50,0
30851,53,153486,9,32,1,8,2,30,0
30852,27,360097,9,1,1,4,2,40,0
30853,39,230356,13,1,1,8,1,40,0
30854,22,163870,9,1,2,8,2,40,0
30855,37,199753,10,2,8,8,2,35,1
30856,20,333505,9,1,2,8,2,30,0
30857,60,149281,9,2,8,8,2,40,0
30858,51,138514,11,4,4,4,1,48,0
30859,57,66504,15,4,1,8,1,50,1
30860,59,206487,10,2,8,8,2,40,1
30861,37,170020,9,2,8,8,2,40,0
30862,35,217605,9,2,16,8,1,40,0
30863,43,145711,10,2,8,8,2,72,1
30864,17,169155,8,1,2,8,2,35,0
30865,45,34127,13,2,8,8,2,50,1
30866,18,110142,9,1,2,8,1,40,0
30867,52,222646,8,32,32,8,1,40,0
30868,18,182643,10,1,2,8,2,9,0
30869,20,303565,10,1,2,4,2,40,0
30870,34,140092,9,1,1,8,2,40,0
30871,19,178811,9,1,2,4,1,20,0
30872,18,267399,8,1,2,8,1,12,0
30873,17,192387,5,1,2,8,2,45,0
30874,30,127610,13,1,1,8,1,35,0
30875,29,258862,13,1,1,8,1,45,0
30876,30,225231,10,4,1,8,2,50,1
30877,18,174926,5,1,2,8,2,15,0
30878,50,238187,13,4,1,4,1,37,0
30879,22,191444,9,1,32,8,2,40,0
30880,21,198822,9,1,2,8,1,35,0
30881,39,251323,5,2,32,8,2,40,0
30882,20,168187,10,1,32,8,1,25,0
30883,62,370881,12,64,1,8,1,7,0
30884,32,198183,10,4,1,8,1,38,0
30885,38,210610,12,2,8,8,2,40,1
30886,32,269182,10,32,4,4,1,40,0
30887,55,141727,13,2,16,8,1,40,0
30888,38,185848,14,2,8,8,2,70,1
30889,34,46746,7,1,1,8,2,30,0
30890,28,120475,9,1,2,8,2,20,0
30891,26,135845,10,1,1,8,1,37,0
30892,41,310255,9,2,8,8,2,40,0
30893,61,379885,16,2,8,8,2,40,1
30894,75,31428,9,2,8,8,2,40,0
30895,21,211013,11,2,32,8,1,50,0
30896,50,175029,9,2,8,8,2,40,1
30897,49,119539,10,2,8,8,2,60,1
30898,26,247025,9,2,8,8,2,65,0
30899,39,252327,4,1,2,8,2,40,0
30900,24,375313,10,1,1,2,2,40,0
30901,56,107165,9,2,8,8,2,18,0
30902,17,108470,7,1,2,4,2,17,0
30903,37,150057,9,2,8,8,2,52,1
30904,23,189468,11,2,2,8,1,30,0
30905,28,198393,9,1,1,4,1,40,0
30906,57,181031,9,2,8,8,2,60,0
30907,42,569930,13,2,8,8,2,45,1
30908,25,27411,13,4,1,8,1,40,0
30909,22,147397,13,1,1,8,2,20,0
30910,39,242922,9,2,8,4,2,40,0
30911,54,154949,7,2,16,4,1,40,1
30912,41,423217,13,4,1,8,2,50,0
30913,43,195385,9,2,8,1,2,40,0
30914,19,100009,9,1,1,8,1,40,0
30915,35,191628,10,2,8,8,2,40,0
30916,34,340880,9,2,8,8,2,60,1
30917,19,207173,9,32,4,8,1,30,0
30918,33,48010,10,4,4,8,1,40,0
30919,33,229051,10,1,1,8,2,52,0
30920,49,193366,14,2,8,8,2,65,1
30921,31,57781,9,4,4,8,1,50,0
30922,69,121136,9,2,8,8,2,13,0
30923,41,433989,11,2,8,8,2,60,1
30924,24,136687,9,32,4,16,1,40,0
30925,45,154117,9,4,4,8,1,38,1
30926,63,294009,13,2,8,8,2,45,1
30927,75,239038,10,2,8,8,2,16,0
30928,34,244064,9,1,4,4,2,40,0
30929,69,128348,13,2,8,4,2,50,1
30930,33,66278,14,1,1,8,1,40,0
30931,44,162643,9,1,1,8,1,43,0
30932,45,179659,13,2,8,8,2,40,1
30933,18,205218,7,1,2,8,1,20,0
30934,48,154033,9,4,1,8,1,52,0
30935,43,158528,9,2,8,8,2,40,1
30936,26,366219,9,2,8,4,2,60,1
30937,35,301862,9,1,4,8,2,50,0
30938,34,228406,10,1,4,4,1,40,0
30939,48,120131,9,2,8,8,2,70,1
30940,54,127943,9,64,4,4,1,40,0
30941,57,301514,9,2,8,8,2,40,0
30942,21,156980,9,1,2,8,2,60,0
30943,28,124685,10,2,8,1,2,55,0
30944,51,305673,11,2,8,8,2,40,1
30945,34,31391,9,2,8,8,2,53,1
30946,41,33658,10,2,8,8,2,45,1
30947,21,211391,10,1,1,8,1,27,0
30948,26,402998,13,2,8,8,2,58,1
30949,66,78855,9,1,1,2,1,40,0
30950,40,320451,16,2,8,2,2,45,1
30951,48,49278,12,4,4,8,1,40,0
30952,44,248876,13,4,1,8,2,50,0
30953,41,242586,9,2,8,8,2,40,0
30954,41,359696,13,2,8,8,2,60,1
30955,55,296085,12,2,8,2,2,40,1
30956,43,233130,13,4,1,8,2,40,1
30957,51,189511,11,2,8,8,2,50,1
30958,31,124420,7,2,8,8,2,40,0
30959,30,67072,13,16,1,8,2,60,0
30960,51,194908,9,2,16,8,1,40,0
30961,31,94991,9,4,4,1,2,40,0
30962,18,194561,10,1,2,8,2,37,0
30963,60,75726,9,4,1,8,1,40,0
30964,29,60722,9,1,1,2,1,40,0
30965,33,59944,9,1,1,8,2,40,0
30966,34,220840,3,2,8,8,2,40,0
30967,40,104235,14,1,2,8,2,99,0
30968,57,142714,10,4,1,8,1,38,0
30969,55,110490,13,2,16,8,1,60,0
30970,40,154076,12,2,8,8,2,60,0
30971,26,130557,13,1,1,8,1,35,0
30972,29,107108,10,2,8,1,2,40,0
30973,30,207172,13,2,16,8,1,40,0
30974,29,304595,14,1,1,8,2,50,1
30975,43,475322,10,2,8,8,2,50,1
30976,65,107620,7,64,1,8,1,8,0
30977,19,301911,10,1,2,2,2,35,0
30978,35,267866,9,2,8,2,2,50,1
30979,28,269786,9,2,8,8,2,40,0
30980,34,167474,9,2,8,8,2,40,0
30981,61,115023,11,2,8,8,2,60,1
30982,63,86590,9,2,16,8,1,32,0
30983,47,187087,13,2,8,8,2,40,1
30984,31,184307,10,4,1,8,2,40,0
30985,18,225859,10,1,2,8,2,30,0
30986,29,57889,13,2,8,8,2,45,1
30987,59,157932,9,2,8,8,2,40,0
30988,50,187830,14,4,1,8,2,62,1
30989,49,251180,4,2,8,8,2,50,0
30990,60,317083,13,2,8,8,2,45,1
30991,35,190895,14,2,8,8,2,40,1
30992,48,328606,9,4,1,8,2,40,0
30993,21,403860,10,1,2,8,2,40,0
30994,41,215479,9,32,1,4,2,40,0
30995,56,157639,10,2,8,8,2,50,0
30996,26,152129,8,1,4,4,2,40,0
30997,53,239284,9,4,4,8,1,40,0
30998,23,234302,9,1,1,4,2,40,0
30999,58,218724,4,2,8,8,2,50,0
31000,61,106330,9,2,8,8,2,40,0
31001,29,35032,10,2,8,8,2,60,0
31002,22,234641,9,1,2,8,2,40,0
31003,43,170730,13,2,8,8,2,50,1
31004,31,218322,10,1,1,8,2,30,0
31005,90,47929,9,2,8,8,2,40,0
31006,53,142411,11,4,4,8,1,40,0
31007,22,219122,10,1,2,8,2,40,0
31008,55,132887,9,2,8,4,2,40,0
31009,34,44464,16,1,1,8,1,60,0
31010,28,180928,10,2,8,8,2,55,0
31011,22,199426,10,1,1,8,1,40,0
31012,36,139703,9,1,1,4,1,40,0
31013,33,202642,13,32,32,4,1,40,0
31014,17,160049,6,1,2,8,1,12,0
31015,38,239755,7,4,1,8,2,40,0
31016,60,152369,11,2,8,8,2,60,0
31017,34,42900,13,2,8,8,2,50,1
31018,72,117017,9,2,8,8,2,8,0
31019,57,175017,3,2,8,8,2,40,0
31020,39,342642,9,4,1,8,2,60,0
31021,50,143730,13,2,8,8,2,80,0
31022,45,191098,13,2,8,2,2,40,0
31023,37,208106,13,32,1,8,2,35,0
31024,27,167737,10,1,1,8,2,48,0
31025,43,315971,13,4,1,8,1,45,1
31026,41,142717,10,4,4,4,1,36,0
31027,20,190227,14,1,2,8,2,25,0
31028,44,79864,14,32,4,8,1,20,0
31029,50,34067,11,2,8,8,2,50,1
31030,54,222882,9,64,4,8,1,45,0
31031,31,44464,13,1,1,8,1,60,1
31032,33,256062,10,1,4,8,1,35,0
31033,22,251073,5,1,2,8,2,50,0
31034,46,149949,10,2,8,8,2,40,0
31035,30,165235,13,2,16,2,1,40,1
31036,22,243190,10,1,2,2,2,40,0
31037,59,160662,9,2,8,8,2,60,0
31038,57,175942,10,64,32,8,2,25,0
31039,26,212793,9,1,1,8,2,40,0
31040,52,153312,12,2,8,8,2,40,1
31041,55,173296,14,4,4,8,1,45,0
31042,47,120131,13,2,8,8,2,40,1
31043,19,117444,9,1,2,8,2,40,0
31044,26,226196,9,1,2,8,2,40,0
31045,44,202872,12,4,1,8,1,40,1
31046,42,176716,14,1,1,8,2,40,1
31047,39,82540,10,2,8,8,2,60,0
31048,17,41643,7,1,2,8,1,15,0
31049,26,197292,9,1,1,8,1,50,0
31050,26,76491,14,2,8,8,2,20,0
31051,50,101094,14,2,8,8,2,55,0
31052,46,119944,14,2,8,8,2,50,1
31053,18,141626,10,1,2,8,2,20,0
31054,26,122575,13,1,4,2,2,60,0
31055,32,194740,13,2,8,8,2,40,1
31056,50,263200,3,16,4,8,1,34,0
31057,47,140644,10,2,8,8,2,40,1
31058,52,202115,9,2,16,8,1,25,0
31059,25,27142,10,2,8,8,2,40,1
31060,42,318046,7,2,8,8,2,40,0
31061,53,276369,9,2,8,8,2,45,0
31062,30,67187,9,1,2,1,1,8,0
31063,23,133582,2,1,1,8,2,36,0
31064,23,216672,13,1,2,8,2,30,0
31065,32,45796,10,2,8,8,2,60,0
31066,29,31778,9,32,32,8,2,25,0
31067,40,190044,12,2,8,8,2,40,0
31068,45,144351,14,2,8,8,2,40,1
31069,17,172145,6,1,2,4,1,40,0
31070,55,193130,13,2,8,8,2,40,1
31071,59,140478,14,2,8,8,2,40,1
31072,56,122390,11,2,8,8,2,40,1
31073,23,116830,8,1,1,8,2,50,0
31074,37,117683,9,2,8,8,2,40,0
31075,25,106491,9,2,8,8,2,48,0
31076,22,39803,10,1,2,8,2,40,0
31077,27,363053,5,1,4,8,1,24,0
31078,21,54472,9,1,4,8,1,40,0
31079,47,200471,9,2,8,8,2,40,1
31080,38,54317,10,2,8,8,2,60,0
31081,62,113443,14,4,1,8,1,33,1
31082,27,159623,10,2,8,8,2,40,0
31083,25,161235,11,1,2,8,2,90,0
31084,27,247978,9,1,2,4,1,40,0
31085,40,305846,10,2,16,8,1,40,1
31086,22,214014,10,1,2,4,2,55,1
31087,33,226525,9,4,1,8,2,60,0
31088,28,247819,11,2,16,8,1,5,0
31089,28,194940,9,2,8,8,2,40,0
31090,29,289991,9,1,4,8,2,55,0
31091,46,585361,5,4,4,8,1,40,0
31092,30,91145,9,2,8,8,2,40,0
31093,65,231604,9,2,8,8,2,45,0
31094,28,273269,10,1,1,4,2,40,0
31095,39,202683,13,2,8,8,2,40,0
31096,35,159179,10,1,1,8,2,40,0
31097,50,28952,10,2,16,8,1,39,0
31098,25,214925,6,1,2,4,2,40,0
31099,63,163708,5,64,1,8,1,20,0
31100,56,200235,11,2,8,8,2,48,1
31101,46,109209,10,2,8,8,2,40,1
31102,19,166153,10,1,2,8,1,30,0
31103,56,268213,14,2,8,8,2,35,1
31104,31,69056,9,4,2,8,1,15,0
31105,51,237141,14,2,8,8,2,40,1
31106,17,277541,7,1,2,8,2,5,0
31107,27,289039,10,1,4,2,1,40,0
31108,30,134737,10,1,2,8,2,45,0
31109,18,56613,10,1,2,8,1,20,0
31110,41,36699,10,4,1,8,2,40,0
31111,40,333530,14,2,16,8,1,40,1
31112,35,185366,13,1,1,8,2,50,0
31113,29,154017,9,1,1,8,1,10,0
31114,27,215504,13,2,8,8,2,55,1
31115,25,222539,6,1,1,8,2,50,0
31116,53,191565,2,4,4,4,1,40,0
31117,53,111939,13,2,8,8,2,35,0
31118,26,53903,9,1,4,8,2,50,0
31119,41,146659,13,2,8,8,2,70,0
31120,28,194200,9,2,8,8,2,70,0
31121,48,78529,14,32,1,8,2,60,0
31122,22,194829,13,1,1,8,2,30,0
31123,40,330174,15,2,8,8,2,40,1
31124,52,230767,13,2,8,8,2,60,1
31125,53,137250,14,64,4,4,1,35,0
31126,40,254478,10,2,8,8,2,50,1
31127,57,300908,12,4,1,8,2,75,0
31128,53,187830,11,32,1,8,2,40,0
31129,23,201138,10,1,1,8,1,8,0
31130,31,44503,10,2,8,8,2,40,0
31131,20,381357,5,1,2,8,2,28,0
31132,25,311124,15,1,1,8,1,20,0
31133,37,96330,10,1,4,4,1,40,0
31134,50,228238,9,2,8,8,2,40,1
31135,34,56964,9,2,8,8,2,35,0
31136,37,127772,13,2,8,8,2,50,1
31137,52,386397,13,2,8,8,2,45,1
31138,29,404998,11,2,8,8,2,90,0
31139,49,34545,10,2,8,8,2,40,1
31140,31,157886,10,2,16,8,1,40,0
31141,47,101299,9,2,8,8,2,40,0
31142,51,134447,9,2,8,8,2,70,0
31143,27,191822,9,2,16,8,1,50,0
31144,23,70919,13,1,1,8,2,40,0
31145,55,266343,9,2,8,8,2,46,0
31146,28,87239,10,2,8,8,2,50,1
31147,31,236487,13,1,1,8,1,40,0
31148,30,224147,9,1,2,4,2,40,0
31149,23,197200,13,1,2,8,2,60,0
31150,19,124265,9,1,2,8,2,50,0
31151,22,79980,10,1,2,8,2,25,0
31152,50,128814,9,4,4,8,1,25,0
31153,64,208862,9,2,8,8,2,50,1
31154,21,51262,9,1,2,8,2,35,0
31155,75,98116,10,64,1,8,2,40,1
31156,29,82393,9,1,2,2,2,40,0
31157,47,57534,10,2,8,8,2,40,1
31158,20,218962,9,1,1,8,2,40,0
31159,33,204752,9,1,2,8,2,40,0
31160,45,243631,16,2,8,2,2,45,1
31161,41,170299,11,4,4,8,1,43,0
31162,23,60331,9,1,2,8,2,40,0
31163,38,269318,13,2,8,8,2,50,1
31164,67,132819,10,2,8,8,2,41,1
31165,21,119665,10,1,2,8,2,35,0
31166,38,150057,10,1,1,8,2,45,0
31167,31,128567,9,2,8,8,2,40,0
31168,19,230874,10,1,2,8,1,40,0
31169,59,148526,10,2,8,8,2,40,0
31170,36,160192,9,1,1,8,2,40,0
31171,50,74660,10,64,4,8,2,40,0
31172,60,142494,6,2,8,8,2,40,0
31173,30,122042,14,2,8,8,2,45,1
31174,28,37088,13,1,1,8,2,50,0
31175,36,61778,10,2,8,8,2,60,1
31176,21,176356,10,1,2,8,1,10,0
31177,27,123302,9,2,8,8,2,40,0
31178,18,89760,8,1,2,8,1,20,0
31179,44,165304,10,2,8,8,2,40,1
31180,56,104945,4,2,8,4,2,40,0
31181,51,192973,13,2,8,4,2,40,1
31182,48,97863,13,2,8,8,2,45,1
31183,31,73585,11,2,8,8,2,45,0
31184,35,29145,11,1,1,8,2,40,0
31185,35,175232,9,4,32,8,2,40,0
31186,36,325374,10,2,8,8,2,40,0
31187,47,107231,12,2,8,8,2,65,0
31188,23,129345,10,1,1,8,2,25,0
31189,21,228395,10,1,32,4,1,20,0
31190,49,452402,10,32,4,4,1,60,0
31191,51,338260,15,2,8,8,2,60,1
31192,46,165138,11,2,8,8,2,40,0
31193,31,109055,9,2,8,8,2,45,0
31194,27,193122,9,2,8,8,2,40,0
31195,56,425497,12,2,8,8,2,20,0
31196,48,191858,10,2,8,8,2,40,0
31197,30,297155,10,4,4,4,1,40,0
31198,29,181282,13,4,1,8,2,50,0
31199,50,111700,14,1,1,8,1,50,0
31200,18,35065,9,1,1,4,2,35,0
31201,37,298539,9,2,8,8,2,55,1
31202,51,95435,9,2,8,8,2,60,1
31203,31,162160,9,2,8,8,2,47,0
31204,29,176037,11,4,1,4,2,40,1
31205,39,314007,6,2,8,8,2,40,0
31206,48,197683,10,2,8,4,2,40,1
31207,44,242521,13,2,8,8,2,50,1
31208,39,290321,6,2,8,8,2,40,0
31209,22,44064,7,1,2,8,2,35,0
31210,27,174163,10,2,16,8,1,40,1
31211,42,374790,5,4,1,8,2,40,0
31212,18,231562,9,1,2,8,1,33,0
31213,27,376150,10,16,1,8,1,25,0
31214,51,99987,6,32,4,4,1,40,0
31215,27,120126,10,2,8,8,2,40,0
31216,60,33717,7,2,8,8,2,50,0
31217,36,132879,2,2,8,8,2,40,0
31218,45,304570,13,2,8,2,2,60,1
31219,40,100292,9,2,8,8,2,52,1
31220,63,117473,10,2,8,8,2,40,1
31221,41,239833,9,16,4,4,2,50,0
31222,53,155233,8,2,16,8,1,40,0
31223,34,130369,9,4,4,8,1,48,0
31224,34,347166,10,2,8,8,2,40,0
31225,31,502752,13,2,16,8,1,40,1
31226,22,255575,12,1,1,8,1,15,0
31227,49,277946,10,2,8,8,2,50,1
31228,43,214541,9,2,8,8,2,35,0
31229,36,143123,15,2,8,8,2,50,1
31230,27,69132,13,1,1,8,2,37,0
31231,52,34973,9,2,8,8,2,60,1
31232,29,236992,9,2,8,4,2,50,0
31233,27,492263,6,32,2,8,2,35,0
31234,42,180019,9,1,1,8,1,65,0
31235,49,47086,13,64,4,8,1,40,0
31236,24,222853,10,1,4,8,2,50,0
31237,22,344176,9,1,4,8,2,20,0
31238,30,223212,13,1,4,8,2,40,0
31239,28,110981,10,1,1,8,2,40,0
31240,20,162688,11,1,2,8,2,40,0
31241,45,181307,15,2,8,8,2,43,1
31242,39,148903,9,4,1,8,1,50,1
31243,43,306440,15,1,1,8,2,66,0
31244,18,210311,9,1,2,8,1,20,0
31245,53,127117,9,2,8,8,2,40,0
31246,74,54732,10,2,8,8,2,20,1
31247,39,271521,13,2,8,2,2,48,1
31248,33,216908,6,1,32,8,2,40,0
31249,49,543922,9,2,8,8,2,42,1
31250,21,766115,6,2,8,8,2,35,0
31251,65,52728,10,2,8,8,2,40,0
31252,39,284166,9,1,1,8,2,50,1
31253,49,122206,11,2,8,8,2,25,0
31254,20,95989,10,1,2,8,1,40,0
31255,47,334039,13,2,8,8,2,44,1
31256,46,225456,9,2,8,8,2,40,0
31257,29,112847,11,2,8,2,2,32,1
31258,61,171840,9,64,4,8,1,16,0
31259,48,180695,10,4,1,8,1,38,0
31260,44,121012,5,4,1,8,2,40,0
31261,37,126569,13,2,8,8,2,60,0
31262,45,227791,10,2,8,8,2,50,0
31263,51,290290,13,2,8,8,2,45,1
31264,33,251521,13,1,1,8,1,50,0
31265,55,41938,13,2,16,8,1,8,0
31266,25,27678,10,2,16,8,1,60,0
31267,26,133756,9,4,1,2,2,40,0
31268,54,215990,9,2,8,8,2,40,1
31269,38,461337,9,1,1,8,1,33,0
31270,39,344855,14,2,16,8,1,20,1
31271,20,214542,10,1,2,8,2,40,0
31272,30,258170,9,4,1,8,1,40,0
31273,29,242147,9,4,1,16,2,45,0
31274,42,235700,9,4,1,8,1,40,0
31275,24,278130,12,1,1,8,2,40,0
31276,36,261241,9,2,8,8,2,50,1
31277,60,85995,14,2,8,2,2,50,1
31278,42,340885,9,4,1,8,2,44,0
31279,42,152889,6,2,8,8,2,45,0
31280,46,195023,9,16,1,8,1,40,0
31281,52,109600,14,16,4,8,1,44,1
31282,27,249463,11,2,8,8,2,20,0
31283,43,158177,10,4,4,4,1,35,0
31284,43,47818,13,1,1,8,1,40,0
31285,27,391468,7,4,2,8,2,40,0
31286,52,199995,14,2,8,8,2,60,1
31287,31,231043,10,2,8,8,2,50,0
31288,38,281768,4,4,4,4,1,30,0
31289,44,267790,5,1,4,4,1,40,0
31290,27,217379,10,4,2,8,1,40,0
31291,50,421561,10,4,1,8,2,40,0
31292,23,50953,10,1,1,8,1,40,0
31293,22,138504,10,1,4,4,1,30,0
31294,36,177064,10,1,4,8,1,40,0
31295,24,103064,13,1,1,8,1,40,0
31296,59,184493,10,2,8,8,2,40,1
31297,39,104089,11,2,8,8,2,50,1
31298,23,149204,13,1,2,8,2,40,0
31299,37,405284,13,1,1,8,1,42,0
31300,25,137296,12,1,2,4,1,38,0
31301,40,87771,9,2,16,8,1,45,0
31302,38,125499,13,2,8,2,2,60,1
31303,31,59083,9,2,8,8,2,35,0
31304,28,138332,16,4,1,8,1,40,0
31305,24,198914,9,1,4,4,2,25,0
31306,46,238162,12,2,8,8,2,50,1
31307,29,123677,9,2,16,2,1,40,0
31308,38,325538,15,2,8,8,2,50,1
31309,53,251063,10,32,4,4,1,40,0
31310,33,51471,9,2,16,8,1,40,1
31311,39,175681,13,2,8,4,2,60,0
31312,44,165599,9,2,8,8,2,48,0
31313,46,149640,13,4,1,8,2,45,1
31314,30,143526,13,1,2,8,2,40,0
31315,24,211160,10,2,8,8,2,40,0
31316,29,342989,9,1,2,8,1,40,0
31317,62,173631,10,2,8,8,2,70,0
31318,25,141876,9,16,1,8,2,45,0
31319,45,137604,10,1,1,8,2,40,0
31320,21,129232,10,1,2,8,2,40,0
31321,64,271550,10,2,8,8,2,40,1
31322,39,456922,13,4,1,8,2,40,0
31323,60,232242,9,2,8,8,2,40,0
31324,35,352188,9,1,1,8,2,40,0
31325,27,114967,13,1,1,8,2,40,0
31326,41,201981,9,4,2,8,2,40,0
31327,32,159247,14,2,8,8,2,50,0
31328,24,125905,9,2,8,8,2,40,0
31329,32,186824,13,2,8,8,2,40,1
31330,42,121012,10,2,8,8,2,45,1
31331,58,110844,14,64,1,8,1,27,0
31332,23,143003,14,2,8,2,2,50,1
31333,31,59732,9,2,8,1,2,40,0
31334,28,178489,13,1,4,4,1,45,0
31335,41,252127,10,64,4,4,1,20,0
31336,37,109633,13,2,16,8,1,16,1
31337,19,160811,9,1,2,8,2,38,0
31338,27,365110,13,1,1,8,1,20,0
31339,61,113080,5,2,8,8,2,58,1
31340,39,206074,13,2,8,8,2,45,1
31341,25,173062,13,1,4,4,2,40,0
31342,58,117273,10,2,8,8,2,40,1
31343,27,153805,10,2,32,16,2,50,1
31344,51,293802,3,2,8,4,2,52,0
31345,43,153132,14,2,8,8,2,40,1
31346,46,166809,9,4,4,8,1,40,0
31347,67,34122,3,2,8,8,2,40,0
31348,50,231725,9,2,8,8,2,40,0
31349,20,63210,9,1,2,8,2,15,0
31350,35,108293,13,64,4,8,1,32,1
31351,57,116878,2,2,8,8,2,40,0
31352,40,110622,15,2,32,2,1,40,0
31353,42,180318,6,1,4,8,2,35,0
31354,67,112318,6,2,8,8,2,40,0
31355,47,252079,13,2,8,8,2,44,1
31356,30,27153,9,1,1,8,2,50,0
31357,26,73312,7,1,4,8,1,15,0
31358,51,145409,9,2,8,8,2,40,0
31359,38,167882,10,64,32,4,1,45,0
31360,24,236696,9,2,2,8,2,35,0
31361,48,28791,9,2,16,8,1,50,0
31362,34,118551,13,2,2,8,1,25,1
31363,70,187292,13,2,8,8,2,40,1
31364,35,189922,9,2,8,8,2,40,0
31365,61,584259,14,2,8,8,2,2,1
31366,26,173992,10,2,8,8,2,45,1
31367,64,253759,9,1,1,8,2,3,0
31368,26,111243,9,1,4,8,1,35,0
31369,39,147850,9,2,8,8,2,30,0
31370,55,171015,10,1,2,8,1,36,0
31371,23,118023,10,1,1,8,2,45,0
31372,33,361497,9,2,8,8,2,40,0
31373,31,137290,13,2,8,8,2,55,1
31374,28,401886,9,1,32,8,2,20,0
31375,50,201882,14,2,8,8,2,30,0
31376,26,30793,13,2,16,8,1,55,1
31377,44,139161,12,4,1,4,1,40,0
31378,51,210736,9,16,1,8,2,40,0
31379,34,167781,9,2,8,8,2,50,0
31380,37,103986,13,2,8,8,2,39,1
31381,29,144592,15,2,8,8,2,50,1
31382,24,493034,13,1,1,4,2,40,0
31383,27,184078,11,4,4,8,1,40,0
31384,44,191814,10,2,8,8,2,45,0
31385,24,329852,9,1,1,8,2,40,0
31386,54,223660,9,2,8,8,2,55,1
31387,47,177087,10,32,4,8,1,50,1
31388,30,143766,9,1,1,8,2,30,0
31389,35,234271,10,4,1,8,1,40,0
31390,39,314822,10,2,8,4,2,40,0
31391,42,195584,12,32,4,4,1,40,0
31392,70,207938,13,2,8,8,2,50,1
31393,41,126850,15,2,8,2,2,40,0
31394,36,279485,9,1,1,8,1,38,0
31395,44,267717,14,2,8,8,2,42,1
31396,42,175935,9,32,4,8,2,40,0
31397,20,163665,10,1,2,8,1,17,0
31398,29,200468,6,1,1,8,2,40,0
31399,27,91501,9,2,16,8,1,40,0
31400,30,182771,14,2,8,2,2,40,1
31401,59,56392,10,2,8,8,2,60,0
31402,31,20511,13,1,1,8,1,25,0
31403,21,538822,9,1,32,8,2,40,0
31404,26,332008,10,1,4,2,2,37,0
